fecha,SF43718,SP1,SF43783,SR16734,SP74665
2025-08-01,18.916,140.867,8.2439,,1.38
2025-08-04,18.8783,,8.3143,,
2025-08-05,18.762,,8.2439,,
2025-08-06,18.6192,,8.2439,,
2025-08-07,18.6765,,8.2439,,
2025-08-08,18.5518,,8.2439,,
2025-08-11,18.6683,,8.0025,,
2025-08-12,18.5657,,8.0126,,
2025-08-13,18.6353,,8.0025,,
2025-08-14,18.8137,,8.0025,,
2025-08-15,18.7295,,8.0126,,
2025-08-18,18.784,,8.0126,,
2025-08-19,18.7982,,8.0327,,
2025-08-20,18.7572,,8.0126,,
2025-08-21,18.7737,,8.0226,,
2025-08-22,18.595,,8.0327,,
2025-08-25,18.6368,,8.0226,,
2025-08-26,18.6843,,8.0126,,
2025-08-27,18.6912,,8.0226,,
2025-08-28,18.6522,,8.0327,,
2025-08-29,18.644,,8.0327,,
2025-09-01,18.646,,8.0427,,
2025-09-02,18.7072,,8.1132,,
2025-09-03,18.6873,,8.0226,,
2025-09-04,18.7577,,8.0226,,
2025-09-05,18.6792,,8.0226,,
2025-09-08,18.655,,8.0226,,
2025-09-09,18.6353,,8.0126,,
2025-09-10,18.592,,8.0126,,
2025-09-11,18.5287,,8.0126,,
2025-09-12,18.4757,,8.0126,,
2025-09-15,18.3635,,8.0126,,
2025-09-17,18.3257,,8.0226,,
2025-09-18,18.361,,8.0226,,
2025-09-19,18.3892,,8.0327,,
2025-09-22,18.4082,,8.0427,,
2025-09-23,18.3232,,8.0629,,
2025-09-24,18.4312,,8.0629,,
2025-09-25,18.4457,,8.0427,,
2025-09-26,18.3825,,8.0629,,
